,Saldo Líquido,Número de entradas,Taxa de acerto,Payoff,Média de lucro por operação,Desvio padrão
2892,893.66,149.0,0.43,1.26,6.0,59.14
2893,1833.66,149.0,0.58,1.43,12.31,77.54
2894,1568.66,149.0,0.61,1.33,10.53,87.81
2895,163.66,149.0,0.38,1.04,1.1,61.99
2896,1653.66,149.0,0.55,1.37,11.1,84.86
2897,1368.66,149.0,0.58,1.27,9.19,95.2
2898,-337.56,16.0,0.25,0.31,-21.1,35.39
2899,-682.56,16.0,0.38,0.25,-42.66,67.55
2900,-1097.56,16.0,0.38,0.17,-68.6,94.06
2901,-377.56,16.0,0.12,0.34,-23.6,47.62
2902,-862.56,16.0,0.19,0.25,-53.91,79.17
2903,-1232.56,16.0,0.19,0.19,-77.04,99.46
2904,-397.56,16.0,0.12,0.31,-24.85,51.09
2905,-932.56,16.0,0.19,0.19,-58.28,75.3
2906,-1302.56,16.0,0.19,0.15,-81.41,95.28
2907,993.66,149.0,0.62,1.42,6.67,38.67
2908,1563.66,149.0,0.77,1.58,10.49,51.61
2909,1293.66,149.0,0.8,1.42,8.68,62.85
2910,893.66,149.0,0.43,1.26,6.0,59.14
2911,1833.66,149.0,0.58,1.43,12.31,77.54
2912,1568.66,149.0,0.61,1.33,10.53,87.81
2913,163.66,149.0,0.38,1.04,1.1,61.99
2914,1653.66,149.0,0.55,1.37,11.1,84.86
2915,1368.66,149.0,0.58,1.27,9.19,95.2
