,stop_gain_distance,stop_loss_distance,RSI_enable,RSI_period,RSI_value,operation_time,n_bars_validation,extra_range_entry
774,4,4,1,10,70,20,10,0
775,4,10,1,10,70,20,10,0
776,4,16,1,10,70,20,10,0
777,10,4,1,10,70,20,10,0
778,10,10,1,10,70,20,10,0
779,10,16,1,10,70,20,10,0
780,16,4,1,10,70,20,10,0
781,16,10,1,10,70,20,10,0
782,16,16,1,10,70,20,10,0
783,4,4,0,10,70,20,10,0
784,4,10,0,10,70,20,10,0
785,4,16,0,10,70,20,10,0
786,10,4,0,10,70,20,10,0
787,10,10,0,10,70,20,10,0
788,10,16,0,10,70,20,10,0
789,16,4,0,10,70,20,10,0
790,16,10,0,10,70,20,10,0
791,16,16,0,10,70,20,10,0
792,4,4,1,11,70,20,10,0
793,4,10,1,11,70,20,10,0
794,4,16,1,11,70,20,10,0
795,10,4,1,11,70,20,10,0
796,10,10,1,11,70,20,10,0
797,10,16,1,11,70,20,10,0
798,16,4,1,11,70,20,10,0
799,16,10,1,11,70,20,10,0
800,16,16,1,11,70,20,10,0
801,4,4,0,11,70,20,10,0
802,4,10,0,11,70,20,10,0
803,4,16,0,11,70,20,10,0
804,10,4,0,11,70,20,10,0
805,10,10,0,11,70,20,10,0
806,10,16,0,11,70,20,10,0
807,16,4,0,11,70,20,10,0
808,16,10,0,11,70,20,10,0
809,16,16,0,11,70,20,10,0
810,4,4,1,9,30,30,10,0
811,4,10,1,9,30,30,10,0
812,4,16,1,9,30,30,10,0
813,10,4,1,9,30,30,10,0
814,10,10,1,9,30,30,10,0
815,10,16,1,9,30,30,10,0
816,16,4,1,9,30,30,10,0
817,16,10,1,9,30,30,10,0
818,16,16,1,9,30,30,10,0
819,4,4,0,9,30,30,10,0
820,4,10,0,9,30,30,10,0
821,4,16,0,9,30,30,10,0
822,10,4,0,9,30,30,10,0
823,10,10,0,9,30,30,10,0
824,10,16,0,9,30,30,10,0
825,16,4,0,9,30,30,10,0
826,16,10,0,9,30,30,10,0
827,16,16,0,9,30,30,10,0
828,4,4,1,10,30,30,10,0
829,4,10,1,10,30,30,10,0
830,4,16,1,10,30,30,10,0
831,10,4,1,10,30,30,10,0
832,10,10,1,10,30,30,10,0
833,10,16,1,10,30,30,10,0
834,16,4,1,10,30,30,10,0
835,16,10,1,10,30,30,10,0
836,16,16,1,10,30,30,10,0
837,4,4,0,10,30,30,10,0
838,4,10,0,10,30,30,10,0
839,4,16,0,10,30,30,10,0
840,10,4,0,10,30,30,10,0
841,10,10,0,10,30,30,10,0
842,10,16,0,10,30,30,10,0
843,16,4,0,10,30,30,10,0
844,16,10,0,10,30,30,10,0
845,16,16,0,10,30,30,10,0
846,4,4,1,11,30,30,10,0
847,4,10,1,11,30,30,10,0
848,4,16,1,11,30,30,10,0
849,10,4,1,11,30,30,10,0
850,10,10,1,11,30,30,10,0
851,10,16,1,11,30,30,10,0
852,16,4,1,11,30,30,10,0
853,16,10,1,11,30,30,10,0
854,16,16,1,11,30,30,10,0
855,4,4,0,11,30,30,10,0
856,4,10,0,11,30,30,10,0
857,4,16,0,11,30,30,10,0
858,10,4,0,11,30,30,10,0
859,10,10,0,11,30,30,10,0
860,10,16,0,11,30,30,10,0
861,16,4,0,11,30,30,10,0
862,16,10,0,11,30,30,10,0
863,16,16,0,11,30,30,10,0
864,4,4,1,9,50,30,10,0
865,4,10,1,9,50,30,10,0
866,4,16,1,9,50,30,10,0
867,10,4,1,9,50,30,10,0
868,10,10,1,9,50,30,10,0
869,10,16,1,9,50,30,10,0
870,16,4,1,9,50,30,10,0
871,16,10,1,9,50,30,10,0
872,16,16,1,9,50,30,10,0
873,4,4,0,9,50,30,10,0
874,4,10,0,9,50,30,10,0
875,4,16,0,9,50,30,10,0
876,10,4,0,9,50,30,10,0
877,10,10,0,9,50,30,10,0
878,10,16,0,9,50,30,10,0
879,16,4,0,9,50,30,10,0
880,16,10,0,9,50,30,10,0
881,16,16,0,9,50,30,10,0
882,4,4,1,10,50,30,10,0
883,4,10,1,10,50,30,10,0
884,4,16,1,10,50,30,10,0
885,10,4,1,10,50,30,10,0
886,10,10,1,10,50,30,10,0
887,10,16,1,10,50,30,10,0
888,16,4,1,10,50,30,10,0
889,16,10,1,10,50,30,10,0
890,16,16,1,10,50,30,10,0
891,4,4,0,10,50,30,10,0
892,4,10,0,10,50,30,10,0
893,4,16,0,10,50,30,10,0
894,10,4,0,10,50,30,10,0
895,10,10,0,10,50,30,10,0
896,10,16,0,10,50,30,10,0
897,16,4,0,10,50,30,10,0
898,16,10,0,10,50,30,10,0
899,16,16,0,10,50,30,10,0
900,4,4,1,11,50,30,10,0
901,4,10,1,11,50,30,10,0
902,4,16,1,11,50,30,10,0
903,10,4,1,11,50,30,10,0
904,10,10,1,11,50,30,10,0
905,10,16,1,11,50,30,10,0
906,16,4,1,11,50,30,10,0
907,16,10,1,11,50,30,10,0
908,16,16,1,11,50,30,10,0
909,4,4,0,11,50,30,10,0
910,4,10,0,11,50,30,10,0
911,4,16,0,11,50,30,10,0
912,10,4,0,11,50,30,10,0
913,10,10,0,11,50,30,10,0
914,10,16,0,11,50,30,10,0
915,16,4,0,11,50,30,10,0
916,16,10,0,11,50,30,10,0
917,16,16,0,11,50,30,10,0
918,4,4,1,9,70,30,10,0
919,4,10,1,9,70,30,10,0
920,4,16,1,9,70,30,10,0
921,10,4,1,9,70,30,10,0
922,10,10,1,9,70,30,10,0
923,10,16,1,9,70,30,10,0
924,16,4,1,9,70,30,10,0
925,16,10,1,9,70,30,10,0
926,16,16,1,9,70,30,10,0
927,4,4,0,9,70,30,10,0
928,4,10,0,9,70,30,10,0
929,4,16,0,9,70,30,10,0
930,10,4,0,9,70,30,10,0
931,10,10,0,9,70,30,10,0
932,10,16,0,9,70,30,10,0
933,16,4,0,9,70,30,10,0
934,16,10,0,9,70,30,10,0
935,16,16,0,9,70,30,10,0
936,4,4,1,10,70,30,10,0
937,4,10,1,10,70,30,10,0
938,4,16,1,10,70,30,10,0
939,10,4,1,10,70,30,10,0
940,10,10,1,10,70,30,10,0
941,10,16,1,10,70,30,10,0
942,16,4,1,10,70,30,10,0
943,16,10,1,10,70,30,10,0
944,16,16,1,10,70,30,10,0
945,4,4,0,10,70,30,10,0
946,4,10,0,10,70,30,10,0
947,4,16,0,10,70,30,10,0
948,10,4,0,10,70,30,10,0
949,10,10,0,10,70,30,10,0
950,10,16,0,10,70,30,10,0
951,16,4,0,10,70,30,10,0
952,16,10,0,10,70,30,10,0
953,16,16,0,10,70,30,10,0
954,4,4,1,11,70,30,10,0
955,4,10,1,11,70,30,10,0
956,4,16,1,11,70,30,10,0
957,10,4,1,11,70,30,10,0
958,10,10,1,11,70,30,10,0
959,10,16,1,11,70,30,10,0
960,16,4,1,11,70,30,10,0
961,16,10,1,11,70,30,10,0
962,16,16,1,11,70,30,10,0
963,4,4,0,11,70,30,10,0
964,4,10,0,11,70,30,10,0
965,4,16,0,11,70,30,10,0
966,10,4,0,11,70,30,10,0
967,10,10,0,11,70,30,10,0
968,10,16,0,11,70,30,10,0
969,16,4,0,11,70,30,10,0
970,16,10,0,11,70,30,10,0
971,16,16,0,11,70,30,10,0
972,4,4,1,9,30,10,15,0
973,4,10,1,9,30,10,15,0
974,4,16,1,9,30,10,15,0
975,10,4,1,9,30,10,15,0
976,10,10,1,9,30,10,15,0
977,10,16,1,9,30,10,15,0
978,16,4,1,9,30,10,15,0
979,16,10,1,9,30,10,15,0
980,16,16,1,9,30,10,15,0
981,4,4,0,9,30,10,15,0
982,4,10,0,9,30,10,15,0
983,4,16,0,9,30,10,15,0
984,10,4,0,9,30,10,15,0
985,10,10,0,9,30,10,15,0
986,10,16,0,9,30,10,15,0
987,16,4,0,9,30,10,15,0
988,16,10,0,9,30,10,15,0
989,16,16,0,9,30,10,15,0
990,4,4,1,10,30,10,15,0
991,4,10,1,10,30,10,15,0
992,4,16,1,10,30,10,15,0
993,10,4,1,10,30,10,15,0
994,10,10,1,10,30,10,15,0
995,10,16,1,10,30,10,15,0
996,16,4,1,10,30,10,15,0
997,16,10,1,10,30,10,15,0
998,16,16,1,10,30,10,15,0
999,4,4,0,10,30,10,15,0
1000,4,10,0,10,30,10,15,0
1001,4,16,0,10,30,10,15,0
1002,10,4,0,10,30,10,15,0
1003,10,10,0,10,30,10,15,0
1004,10,16,0,10,30,10,15,0
1005,16,4,0,10,30,10,15,0
1006,16,10,0,10,30,10,15,0
1007,16,16,0,10,30,10,15,0
1008,4,4,1,11,30,10,15,0
1009,4,10,1,11,30,10,15,0
1010,4,16,1,11,30,10,15,0
1011,10,4,1,11,30,10,15,0
1012,10,10,1,11,30,10,15,0
1013,10,16,1,11,30,10,15,0
1014,16,4,1,11,30,10,15,0
1015,16,10,1,11,30,10,15,0
1016,16,16,1,11,30,10,15,0
1017,4,4,0,11,30,10,15,0
1018,4,10,0,11,30,10,15,0
1019,4,16,0,11,30,10,15,0
1020,10,4,0,11,30,10,15,0
1021,10,10,0,11,30,10,15,0
1022,10,16,0,11,30,10,15,0
1023,16,4,0,11,30,10,15,0
1024,16,10,0,11,30,10,15,0
1025,16,16,0,11,30,10,15,0
1026,4,4,1,9,50,10,15,0
1027,4,10,1,9,50,10,15,0
1028,4,16,1,9,50,10,15,0
1029,10,4,1,9,50,10,15,0
1030,10,10,1,9,50,10,15,0
1031,10,16,1,9,50,10,15,0
1032,16,4,1,9,50,10,15,0
1033,16,10,1,9,50,10,15,0
1034,16,16,1,9,50,10,15,0
1035,4,4,0,9,50,10,15,0
1036,4,10,0,9,50,10,15,0
1037,4,16,0,9,50,10,15,0
1038,10,4,0,9,50,10,15,0
1039,10,10,0,9,50,10,15,0
1040,10,16,0,9,50,10,15,0
1041,16,4,0,9,50,10,15,0
1042,16,10,0,9,50,10,15,0
1043,16,16,0,9,50,10,15,0
1044,4,4,1,10,50,10,15,0
1045,4,10,1,10,50,10,15,0
1046,4,16,1,10,50,10,15,0
1047,10,4,1,10,50,10,15,0
1048,10,10,1,10,50,10,15,0
1049,10,16,1,10,50,10,15,0
1050,16,4,1,10,50,10,15,0
1051,16,10,1,10,50,10,15,0
1052,16,16,1,10,50,10,15,0
1053,4,4,0,10,50,10,15,0
1054,4,10,0,10,50,10,15,0
1055,4,16,0,10,50,10,15,0
1056,10,4,0,10,50,10,15,0
1057,10,10,0,10,50,10,15,0
1058,10,16,0,10,50,10,15,0
1059,16,4,0,10,50,10,15,0
1060,16,10,0,10,50,10,15,0
1061,16,16,0,10,50,10,15,0
1062,4,4,1,11,50,10,15,0
1063,4,10,1,11,50,10,15,0
1064,4,16,1,11,50,10,15,0
1065,10,4,1,11,50,10,15,0
1066,10,10,1,11,50,10,15,0
1067,10,16,1,11,50,10,15,0
1068,16,4,1,11,50,10,15,0
1069,16,10,1,11,50,10,15,0
1070,16,16,1,11,50,10,15,0
1071,4,4,0,11,50,10,15,0
1072,4,10,0,11,50,10,15,0
1073,4,16,0,11,50,10,15,0
1074,10,4,0,11,50,10,15,0
1075,10,10,0,11,50,10,15,0
1076,10,16,0,11,50,10,15,0
1077,16,4,0,11,50,10,15,0
1078,16,10,0,11,50,10,15,0
1079,16,16,0,11,50,10,15,0
1080,4,4,1,9,70,10,15,0
1081,4,10,1,9,70,10,15,0
1082,4,16,1,9,70,10,15,0
1083,10,4,1,9,70,10,15,0
1084,10,10,1,9,70,10,15,0
1085,10,16,1,9,70,10,15,0
1086,16,4,1,9,70,10,15,0
1087,16,10,1,9,70,10,15,0
1088,16,16,1,9,70,10,15,0
1089,4,4,0,9,70,10,15,0
1090,4,10,0,9,70,10,15,0
1091,4,16,0,9,70,10,15,0
1092,10,4,0,9,70,10,15,0
1093,10,10,0,9,70,10,15,0
1094,10,16,0,9,70,10,15,0
1095,16,4,0,9,70,10,15,0
1096,16,10,0,9,70,10,15,0
1097,16,16,0,9,70,10,15,0
1098,4,4,1,10,70,10,15,0
1099,4,10,1,10,70,10,15,0
1100,4,16,1,10,70,10,15,0
1101,10,4,1,10,70,10,15,0
1102,10,10,1,10,70,10,15,0
1103,10,16,1,10,70,10,15,0
1104,16,4,1,10,70,10,15,0
1105,16,10,1,10,70,10,15,0
1106,16,16,1,10,70,10,15,0
1107,4,4,0,10,70,10,15,0
1108,4,10,0,10,70,10,15,0
1109,4,16,0,10,70,10,15,0
1110,10,4,0,10,70,10,15,0
1111,10,10,0,10,70,10,15,0
1112,10,16,0,10,70,10,15,0
1113,16,4,0,10,70,10,15,0
1114,16,10,0,10,70,10,15,0
1115,16,16,0,10,70,10,15,0
1116,4,4,1,11,70,10,15,0
1117,4,10,1,11,70,10,15,0
1118,4,16,1,11,70,10,15,0
1119,10,4,1,11,70,10,15,0
1120,10,10,1,11,70,10,15,0
1121,10,16,1,11,70,10,15,0
1122,16,4,1,11,70,10,15,0
1123,16,10,1,11,70,10,15,0
1124,16,16,1,11,70,10,15,0
1125,4,4,0,11,70,10,15,0
1126,4,10,0,11,70,10,15,0
1127,4,16,0,11,70,10,15,0
1128,10,4,0,11,70,10,15,0
1129,10,10,0,11,70,10,15,0
1130,10,16,0,11,70,10,15,0
1131,16,4,0,11,70,10,15,0
1132,16,10,0,11,70,10,15,0
1133,16,16,0,11,70,10,15,0
1134,4,4,1,9,30,20,15,0
1135,4,10,1,9,30,20,15,0
1136,4,16,1,9,30,20,15,0
1137,10,4,1,9,30,20,15,0
1138,10,10,1,9,30,20,15,0
1139,10,16,1,9,30,20,15,0
1140,16,4,1,9,30,20,15,0
1141,16,10,1,9,30,20,15,0
1142,16,16,1,9,30,20,15,0
1143,4,4,0,9,30,20,15,0
1144,4,10,0,9,30,20,15,0
1145,4,16,0,9,30,20,15,0
1146,10,4,0,9,30,20,15,0
1147,10,10,0,9,30,20,15,0
1148,10,16,0,9,30,20,15,0
1149,16,4,0,9,30,20,15,0
1150,16,10,0,9,30,20,15,0
1151,16,16,0,9,30,20,15,0
1152,4,4,1,10,30,20,15,0
1153,4,10,1,10,30,20,15,0
1154,4,16,1,10,30,20,15,0
1155,10,4,1,10,30,20,15,0
1156,10,10,1,10,30,20,15,0
1157,10,16,1,10,30,20,15,0
1158,16,4,1,10,30,20,15,0
1159,16,10,1,10,30,20,15,0
1160,16,16,1,10,30,20,15,0
1161,4,4,0,10,30,20,15,0
1162,4,10,0,10,30,20,15,0
1163,4,16,0,10,30,20,15,0
1164,10,4,0,10,30,20,15,0
1165,10,10,0,10,30,20,15,0
1166,10,16,0,10,30,20,15,0
1167,16,4,0,10,30,20,15,0
1168,16,10,0,10,30,20,15,0
1169,16,16,0,10,30,20,15,0
1170,4,4,1,11,30,20,15,0
1171,4,10,1,11,30,20,15,0
1172,4,16,1,11,30,20,15,0
1173,10,4,1,11,30,20,15,0
1174,10,10,1,11,30,20,15,0
1175,10,16,1,11,30,20,15,0
1176,16,4,1,11,30,20,15,0
1177,16,10,1,11,30,20,15,0
1178,16,16,1,11,30,20,15,0
1179,4,4,0,11,30,20,15,0
1180,4,10,0,11,30,20,15,0
1181,4,16,0,11,30,20,15,0
1182,10,4,0,11,30,20,15,0
1183,10,10,0,11,30,20,15,0
1184,10,16,0,11,30,20,15,0
1185,16,4,0,11,30,20,15,0
1186,16,10,0,11,30,20,15,0
1187,16,16,0,11,30,20,15,0
1188,4,4,1,9,50,20,15,0
1189,4,10,1,9,50,20,15,0
1190,4,16,1,9,50,20,15,0
1191,10,4,1,9,50,20,15,0
1192,10,10,1,9,50,20,15,0
1193,10,16,1,9,50,20,15,0
1194,16,4,1,9,50,20,15,0
1195,16,10,1,9,50,20,15,0
1196,16,16,1,9,50,20,15,0
1197,4,4,0,9,50,20,15,0
1198,4,10,0,9,50,20,15,0
1199,4,16,0,9,50,20,15,0
1200,10,4,0,9,50,20,15,0
1201,10,10,0,9,50,20,15,0
1202,10,16,0,9,50,20,15,0
1203,16,4,0,9,50,20,15,0
1204,16,10,0,9,50,20,15,0
1205,16,16,0,9,50,20,15,0
1206,4,4,1,10,50,20,15,0
1207,4,10,1,10,50,20,15,0
1208,4,16,1,10,50,20,15,0
1209,10,4,1,10,50,20,15,0
1210,10,10,1,10,50,20,15,0
1211,10,16,1,10,50,20,15,0
1212,16,4,1,10,50,20,15,0
1213,16,10,1,10,50,20,15,0
1214,16,16,1,10,50,20,15,0
1215,4,4,0,10,50,20,15,0
1216,4,10,0,10,50,20,15,0
1217,4,16,0,10,50,20,15,0
1218,10,4,0,10,50,20,15,0
1219,10,10,0,10,50,20,15,0
1220,10,16,0,10,50,20,15,0
1221,16,4,0,10,50,20,15,0
1222,16,10,0,10,50,20,15,0
1223,16,16,0,10,50,20,15,0
1224,4,4,1,11,50,20,15,0
1225,4,10,1,11,50,20,15,0
1226,4,16,1,11,50,20,15,0
1227,10,4,1,11,50,20,15,0
1228,10,10,1,11,50,20,15,0
1229,10,16,1,11,50,20,15,0
1230,16,4,1,11,50,20,15,0
1231,16,10,1,11,50,20,15,0
1232,16,16,1,11,50,20,15,0
1233,4,4,0,11,50,20,15,0
1234,4,10,0,11,50,20,15,0
1235,4,16,0,11,50,20,15,0
1236,10,4,0,11,50,20,15,0
1237,10,10,0,11,50,20,15,0
1238,10,16,0,11,50,20,15,0
1239,16,4,0,11,50,20,15,0
1240,16,10,0,11,50,20,15,0
1241,16,16,0,11,50,20,15,0
1242,4,4,1,9,70,20,15,0
1243,4,10,1,9,70,20,15,0
1244,4,16,1,9,70,20,15,0
1245,10,4,1,9,70,20,15,0
1246,10,10,1,9,70,20,15,0
1247,10,16,1,9,70,20,15,0
1248,16,4,1,9,70,20,15,0
1249,16,10,1,9,70,20,15,0
1250,16,16,1,9,70,20,15,0
1251,4,4,0,9,70,20,15,0
1252,4,10,0,9,70,20,15,0
1253,4,16,0,9,70,20,15,0
1254,10,4,0,9,70,20,15,0
1255,10,10,0,9,70,20,15,0
1256,10,16,0,9,70,20,15,0
1257,16,4,0,9,70,20,15,0
1258,16,10,0,9,70,20,15,0
1259,16,16,0,9,70,20,15,0
1260,4,4,1,10,70,20,15,0
1261,4,10,1,10,70,20,15,0
1262,4,16,1,10,70,20,15,0
1263,10,4,1,10,70,20,15,0
1264,10,10,1,10,70,20,15,0
1265,10,16,1,10,70,20,15,0
1266,16,4,1,10,70,20,15,0
1267,16,10,1,10,70,20,15,0
1268,16,16,1,10,70,20,15,0
1269,4,4,0,10,70,20,15,0
1270,4,10,0,10,70,20,15,0
1271,4,16,0,10,70,20,15,0
1272,10,4,0,10,70,20,15,0
1273,10,10,0,10,70,20,15,0
1274,10,16,0,10,70,20,15,0
1275,16,4,0,10,70,20,15,0
1276,16,10,0,10,70,20,15,0
1277,16,16,0,10,70,20,15,0
1278,4,4,1,11,70,20,15,0
1279,4,10,1,11,70,20,15,0
1280,4,16,1,11,70,20,15,0
1281,10,4,1,11,70,20,15,0
1282,10,10,1,11,70,20,15,0
1283,10,16,1,11,70,20,15,0
1284,16,4,1,11,70,20,15,0
1285,16,10,1,11,70,20,15,0
1286,16,16,1,11,70,20,15,0
1287,4,4,0,11,70,20,15,0
1288,4,10,0,11,70,20,15,0
1289,4,16,0,11,70,20,15,0
1290,10,4,0,11,70,20,15,0
1291,10,10,0,11,70,20,15,0
1292,10,16,0,11,70,20,15,0
1293,16,4,0,11,70,20,15,0
1294,16,10,0,11,70,20,15,0
1295,16,16,0,11,70,20,15,0
1296,4,4,1,9,30,30,15,0
1297,4,10,1,9,30,30,15,0
1298,4,16,1,9,30,30,15,0
1299,10,4,1,9,30,30,15,0
1300,10,10,1,9,30,30,15,0
1301,10,16,1,9,30,30,15,0
1302,16,4,1,9,30,30,15,0
1303,16,10,1,9,30,30,15,0
1304,16,16,1,9,30,30,15,0
1305,4,4,0,9,30,30,15,0
1306,4,10,0,9,30,30,15,0
1307,4,16,0,9,30,30,15,0
1308,10,4,0,9,30,30,15,0
1309,10,10,0,9,30,30,15,0
1310,10,16,0,9,30,30,15,0
1311,16,4,0,9,30,30,15,0
1312,16,10,0,9,30,30,15,0
1313,16,16,0,9,30,30,15,0
1314,4,4,1,10,30,30,15,0
1315,4,10,1,10,30,30,15,0
1316,4,16,1,10,30,30,15,0
1317,10,4,1,10,30,30,15,0
1318,10,10,1,10,30,30,15,0
1319,10,16,1,10,30,30,15,0
1320,16,4,1,10,30,30,15,0
1321,16,10,1,10,30,30,15,0
1322,16,16,1,10,30,30,15,0
1323,4,4,0,10,30,30,15,0
1324,4,10,0,10,30,30,15,0
1325,4,16,0,10,30,30,15,0
1326,10,4,0,10,30,30,15,0
1327,10,10,0,10,30,30,15,0
1328,10,16,0,10,30,30,15,0
1329,16,4,0,10,30,30,15,0
1330,16,10,0,10,30,30,15,0
1331,16,16,0,10,30,30,15,0
1332,4,4,1,11,30,30,15,0
1333,4,10,1,11,30,30,15,0
1334,4,16,1,11,30,30,15,0
1335,10,4,1,11,30,30,15,0
1336,10,10,1,11,30,30,15,0
1337,10,16,1,11,30,30,15,0
1338,16,4,1,11,30,30,15,0
1339,16,10,1,11,30,30,15,0
1340,16,16,1,11,30,30,15,0
1341,4,4,0,11,30,30,15,0
1342,4,10,0,11,30,30,15,0
1343,4,16,0,11,30,30,15,0
1344,10,4,0,11,30,30,15,0
1345,10,10,0,11,30,30,15,0
1346,10,16,0,11,30,30,15,0
1347,16,4,0,11,30,30,15,0
1348,16,10,0,11,30,30,15,0
1349,16,16,0,11,30,30,15,0
1350,4,4,1,9,50,30,15,0
1351,4,10,1,9,50,30,15,0
1352,4,16,1,9,50,30,15,0
1353,10,4,1,9,50,30,15,0
1354,10,10,1,9,50,30,15,0
1355,10,16,1,9,50,30,15,0
1356,16,4,1,9,50,30,15,0
1357,16,10,1,9,50,30,15,0
1358,16,16,1,9,50,30,15,0
1359,4,4,0,9,50,30,15,0
1360,4,10,0,9,50,30,15,0
1361,4,16,0,9,50,30,15,0
1362,10,4,0,9,50,30,15,0
1363,10,10,0,9,50,30,15,0
1364,10,16,0,9,50,30,15,0
1365,16,4,0,9,50,30,15,0
1366,16,10,0,9,50,30,15,0
1367,16,16,0,9,50,30,15,0
1368,4,4,1,10,50,30,15,0
1369,4,10,1,10,50,30,15,0
1370,4,16,1,10,50,30,15,0
1371,10,4,1,10,50,30,15,0
1372,10,10,1,10,50,30,15,0
1373,10,16,1,10,50,30,15,0
1374,16,4,1,10,50,30,15,0
1375,16,10,1,10,50,30,15,0
1376,16,16,1,10,50,30,15,0
1377,4,4,0,10,50,30,15,0
1378,4,10,0,10,50,30,15,0
1379,4,16,0,10,50,30,15,0
1380,10,4,0,10,50,30,15,0
1381,10,10,0,10,50,30,15,0
1382,10,16,0,10,50,30,15,0
1383,16,4,0,10,50,30,15,0
1384,16,10,0,10,50,30,15,0
1385,16,16,0,10,50,30,15,0
1386,4,4,1,11,50,30,15,0
1387,4,10,1,11,50,30,15,0
1388,4,16,1,11,50,30,15,0
1389,10,4,1,11,50,30,15,0
1390,10,10,1,11,50,30,15,0
1391,10,16,1,11,50,30,15,0
1392,16,4,1,11,50,30,15,0
1393,16,10,1,11,50,30,15,0
1394,16,16,1,11,50,30,15,0
1395,4,4,0,11,50,30,15,0
1396,4,10,0,11,50,30,15,0
1397,4,16,0,11,50,30,15,0
1398,10,4,0,11,50,30,15,0
1399,10,10,0,11,50,30,15,0
1400,10,16,0,11,50,30,15,0
1401,16,4,0,11,50,30,15,0
1402,16,10,0,11,50,30,15,0
1403,16,16,0,11,50,30,15,0
1404,4,4,1,9,70,30,15,0
1405,4,10,1,9,70,30,15,0
1406,4,16,1,9,70,30,15,0
1407,10,4,1,9,70,30,15,0
1408,10,10,1,9,70,30,15,0
1409,10,16,1,9,70,30,15,0
1410,16,4,1,9,70,30,15,0
1411,16,10,1,9,70,30,15,0
1412,16,16,1,9,70,30,15,0
1413,4,4,0,9,70,30,15,0
1414,4,10,0,9,70,30,15,0
1415,4,16,0,9,70,30,15,0
1416,10,4,0,9,70,30,15,0
1417,10,10,0,9,70,30,15,0
1418,10,16,0,9,70,30,15,0
1419,16,4,0,9,70,30,15,0
1420,16,10,0,9,70,30,15,0
1421,16,16,0,9,70,30,15,0
1422,4,4,1,10,70,30,15,0
1423,4,10,1,10,70,30,15,0
1424,4,16,1,10,70,30,15,0
1425,10,4,1,10,70,30,15,0
1426,10,10,1,10,70,30,15,0
1427,10,16,1,10,70,30,15,0
1428,16,4,1,10,70,30,15,0
1429,16,10,1,10,70,30,15,0
1430,16,16,1,10,70,30,15,0
1431,4,4,0,10,70,30,15,0
1432,4,10,0,10,70,30,15,0
1433,4,16,0,10,70,30,15,0
1434,10,4,0,10,70,30,15,0
1435,10,10,0,10,70,30,15,0
1436,10,16,0,10,70,30,15,0
1437,16,4,0,10,70,30,15,0
1438,16,10,0,10,70,30,15,0
1439,16,16,0,10,70,30,15,0
1440,4,4,1,11,70,30,15,0
1441,4,10,1,11,70,30,15,0
1442,4,16,1,11,70,30,15,0
1443,10,4,1,11,70,30,15,0
1444,10,10,1,11,70,30,15,0
1445,10,16,1,11,70,30,15,0
1446,16,4,1,11,70,30,15,0
1447,16,10,1,11,70,30,15,0
1448,16,16,1,11,70,30,15,0
1449,4,4,0,11,70,30,15,0
1450,4,10,0,11,70,30,15,0
1451,4,16,0,11,70,30,15,0
1452,10,4,0,11,70,30,15,0
1453,10,10,0,11,70,30,15,0
1454,10,16,0,11,70,30,15,0
1455,16,4,0,11,70,30,15,0
1456,16,10,0,11,70,30,15,0
1457,16,16,0,11,70,30,15,0
1458,4,4,1,9,30,10,5,1
1459,4,10,1,9,30,10,5,1
1460,4,16,1,9,30,10,5,1
1461,10,4,1,9,30,10,5,1
1462,10,10,1,9,30,10,5,1
1463,10,16,1,9,30,10,5,1
1464,16,4,1,9,30,10,5,1
1465,16,10,1,9,30,10,5,1
1466,16,16,1,9,30,10,5,1
1467,4,4,0,9,30,10,5,1
1468,4,10,0,9,30,10,5,1
1469,4,16,0,9,30,10,5,1
1470,10,4,0,9,30,10,5,1
1471,10,10,0,9,30,10,5,1
1472,10,16,0,9,30,10,5,1
1473,16,4,0,9,30,10,5,1
1474,16,10,0,9,30,10,5,1
1475,16,16,0,9,30,10,5,1
1476,4,4,1,10,30,10,5,1
1477,4,10,1,10,30,10,5,1
1478,4,16,1,10,30,10,5,1
1479,10,4,1,10,30,10,5,1
1480,10,10,1,10,30,10,5,1
1481,10,16,1,10,30,10,5,1
1482,16,4,1,10,30,10,5,1
1483,16,10,1,10,30,10,5,1
1484,16,16,1,10,30,10,5,1
1485,4,4,0,10,30,10,5,1
1486,4,10,0,10,30,10,5,1
1487,4,16,0,10,30,10,5,1
1488,10,4,0,10,30,10,5,1
1489,10,10,0,10,30,10,5,1
1490,10,16,0,10,30,10,5,1
1491,16,4,0,10,30,10,5,1
1492,16,10,0,10,30,10,5,1
1493,16,16,0,10,30,10,5,1
1494,4,4,1,11,30,10,5,1
1495,4,10,1,11,30,10,5,1
1496,4,16,1,11,30,10,5,1
1497,10,4,1,11,30,10,5,1
1498,10,10,1,11,30,10,5,1
1499,10,16,1,11,30,10,5,1
1500,16,4,1,11,30,10,5,1
1501,16,10,1,11,30,10,5,1
1502,16,16,1,11,30,10,5,1
1503,4,4,0,11,30,10,5,1
1504,4,10,0,11,30,10,5,1
1505,4,16,0,11,30,10,5,1
1506,10,4,0,11,30,10,5,1
1507,10,10,0,11,30,10,5,1
1508,10,16,0,11,30,10,5,1
1509,16,4,0,11,30,10,5,1
1510,16,10,0,11,30,10,5,1
1511,16,16,0,11,30,10,5,1
1512,4,4,1,9,50,10,5,1
1513,4,10,1,9,50,10,5,1
1514,4,16,1,9,50,10,5,1
1515,10,4,1,9,50,10,5,1
1516,10,10,1,9,50,10,5,1
1517,10,16,1,9,50,10,5,1
1518,16,4,1,9,50,10,5,1
